"3CO23gK5THkoucYiRmPMAo","Little Venice",0.53,"https://open.spotify.com/artist/3CO23gK5THkoucYiRmPMAo","ARTIST"
"6bdx22A1shpd9U6YAd8Vto","LO",0.52,"https://open.spotify.com/artist/6bdx22A1shpd9U6YAd8Vto","ARTIST"
"0Goi0yeqJIUVfvKkVhksHe","Noonlight",0.49,"https://open.spotify.com/artist/0Goi0yeqJIUVfvKkVhksHe","ARTIST"
"3aKYNxHBFiIcw0yrv06R6W","Blewbird",0.51,"https://open.spotify.com/artist/3aKYNxHBFiIcw0yrv06R6W","ARTIST"
"2WHAMC6E5RUnljbL5eijii","ROYDIG",0.39,"https://open.spotify.com/artist/2WHAMC6E5RUnljbL5eijii","ARTIST"
"0ytRHtQMhO8Sts30vPTcON","Pureblue",0.49,"https://open.spotify.com/artist/0ytRHtQMhO8Sts30vPTcON","ARTIST"
"6MCs7Y3fvs10ifq9B6mUMH","Ocean Ave",0.53,"https://open.spotify.com/artist/6MCs7Y3fvs10ifq9B6mUMH","ARTIST"
"7a0a89o7fM8Qz6DK1PQNFM","YVO",0.53,"https://open.spotify.com/artist/7a0a89o7fM8Qz6DK1PQNFM","ARTIST"
"5tp9PCd5UDGR8CP0teBhp3","Walking Ocean",0.45,"https://open.spotify.com/artist/5tp9PCd5UDGR8CP0teBhp3","ARTIST"
"3z8F7Kdw0p4P0zGaushTMR","Sadion",0.48,"https://open.spotify.com/artist/3z8F7Kdw0p4P0zGaushTMR","ARTIST"
"3fN5sNv6BOuzPD6r95XVNJ","Eloi El",0.5,"https://open.spotify.com/artist/3fN5sNv6BOuzPD6r95XVNJ","ARTIST"
"1LPyiIK0Tgl0WtfiNmbE25","Sandé",0.39,"https://open.spotify.com/artist/1LPyiIK0Tgl0WtfiNmbE25","ARTIST"
"4SBySq17NJZBCcFvushMNf","nourii",0.54,"https://open.spotify.com/artist/4SBySq17NJZBCcFvushMNf","ARTIST"
"0TT7iBNHgH8NGc6vX5Vodo","Nimus",0.58,"https://open.spotify.com/artist/0TT7iBNHgH8NGc6vX5Vodo","ARTIST"
"73L4PEW4FAJ7bsHZHqq4hP","GEPPS",0.46,"https://open.spotify.com/artist/73L4PEW4FAJ7bsHZHqq4hP","ARTIST"
"0B8o3cxzT2CjTjb7Gu4JEv","Zia & Zio",0.45,"https://open.spotify.com/artist/0B8o3cxzT2CjTjb7Gu4JEv","ARTIST"
"5kfKDSksVMsl63kpMZ8m2x","Nina Young",0.49,"https://open.spotify.com/artist/5kfKDSksVMsl63kpMZ8m2x","ARTIST"
"50rU4gBfyrar1G08tnxdTl","Leviro",0.46,"https://open.spotify.com/artist/50rU4gBfyrar1G08tnxdTl","ARTIST"
"4hheW577K2nAMAwDuTGAA4","Luca",0.53,"https://open.spotify.com/artist/4hheW577K2nAMAwDuTGAA4","ARTIST"
"2qq4OFTPe8qqLnzODvRnvw","Creon Flips",0.44,"https://open.spotify.com/artist/2qq4OFTPe8qqLnzODvRnvw","ARTIST"
"3Q3pmaIKRKXh2e0g4A4Xpc","Eneko Artola",0.49,"https://open.spotify.com/artist/3Q3pmaIKRKXh2e0g4A4Xpc","ARTIST"
"01CKNofaWoejTw9J0WMkOa","Nightwhisper",0.37,"https://open.spotify.com/artist/01CKNofaWoejTw9J0WMkOa","ARTIST"
"6K90LxhQiEEJWrEE9Nn2Zg","slowbrew",0.47,"https://open.spotify.com/artist/6K90LxhQiEEJWrEE9Nn2Zg","ARTIST"
"0LnP8n2mREw2UvRL00TJqt","Thunder",0.49,"https://open.spotify.com/artist/0LnP8n2mREw2UvRL00TJqt","ARTIST"
"6OFZSmtxDquMkX2XZJSN6y","PALASTIC",0.51,"https://open.spotify.com/artist/6OFZSmtxDquMkX2XZJSN6y","ARTIST"
"5wxw2CQKTIOSkPFJbTYVzl","nowifi",0.53,"https://open.spotify.com/artist/5wxw2CQKTIOSkPFJbTYVzl","ARTIST"
"5rr0CMtvn1p9Be8ICfkTc3","Charming Horses",0.56,"https://open.spotify.com/artist/5rr0CMtvn1p9Be8ICfkTc3","ARTIST"
"6JmzdIDSQdeHg0pocIascm","Thomas Jack",0.48,"https://open.spotify.com/artist/6JmzdIDSQdeHg0pocIascm","ARTIST"
"08p782h5VznNEQMM4wAEp9","Boehm",0.46,"https://open.spotify.com/artist/08p782h5VznNEQMM4wAEp9","ARTIST"
"3jUtu6ALbeVTfpZqn9ccgc","Sir Felix",0.35,"https://open.spotify.com/artist/3jUtu6ALbeVTfpZqn9ccgc","ARTIST"
"18XyLuKeMMfkTNKTmc6yOU","Sirens Of Lesbos",0.46,"https://open.spotify.com/artist/18XyLuKeMMfkTNKTmc6yOU","ARTIST"
"08U9qk0KByTwtgdfKr7195","MYNGA",0.43,"https://open.spotify.com/artist/08U9qk0KByTwtgdfKr7195","ARTIST"
"20gsENnposVs2I4rQ5kvrf","Sam Feldt",0.79,"https://open.spotify.com/artist/20gsENnposVs2I4rQ5kvrf","ARTIST"
"3TlZLU8gQBrjTGJlLLDruk","Eklo",0.42,"https://open.spotify.com/artist/3TlZLU8gQBrjTGJlLLDruk","ARTIST"
"1yYBD4cVxCxXQXi4QGZfSo","Kav Verhouzer",0.5,"https://open.spotify.com/artist/1yYBD4cVxCxXQXi4QGZfSo","ARTIST"
"1L9i6qZYIGQedgM9QLSyzb","Klingande",0.64,"https://open.spotify.com/artist/1L9i6qZYIGQedgM9QLSyzb","ARTIST"
"0xZvYTiM5QT94j1abOm0nC","Davai",0.53,"https://open.spotify.com/artist/0xZvYTiM5QT94j1abOm0nC","ARTIST"
"2tndYCXQneCV4jtoWRwVpz","Lucas Estrada",0.67,"https://open.spotify.com/artist/2tndYCXQneCV4jtoWRwVpz","ARTIST"
"2QlwnS23KrBeshXFyK5U6M","LVNDSCAPE",0.59,"https://open.spotify.com/artist/2QlwnS23KrBeshXFyK5U6M","ARTIST"
"5s21IKPvmxRf9WxpO8H5UB","Hogland",0.57,"https://open.spotify.com/artist/5s21IKPvmxRf9WxpO8H5UB","ARTIST"
"5UUdxfBMwm0hLlLgnZtBFv","Madism",0.64,"https://open.spotify.com/artist/5UUdxfBMwm0hLlLgnZtBFv","ARTIST"
"3YvNtTSaJ2YAt1RhaE9eiH","Panuma",0.54,"https://open.spotify.com/artist/3YvNtTSaJ2YAt1RhaE9eiH","ARTIST"
"7cyJzgiJTXR3hf62l5zLOr","Henri Purnell",0.59,"https://open.spotify.com/artist/7cyJzgiJTXR3hf62l5zLOr","ARTIST"
"0WsLK7St3F88CZmxfDcNEi","Lëo",0.46,"https://open.spotify.com/artist/0WsLK7St3F88CZmxfDcNEi","ARTIST"
"3LbMrfAq8YnMksyS3H5zWD","Tullio",0.55,"https://open.spotify.com/artist/3LbMrfAq8YnMksyS3H5zWD","ARTIST"
"2Po6PWRViaK7I9kvFiILxF","Daniel Glaven",0.48,"https://open.spotify.com/artist/2Po6PWRViaK7I9kvFiILxF","ARTIST"
"73C7eV9oN6yGgLSu8vIO4R","MVCA",0.51,"https://open.spotify.com/artist/73C7eV9oN6yGgLSu8vIO4R","ARTIST"
"4ehtJnVumNf6xzSCDk8aLB","Martin Jensen",0.76,"https://open.spotify.com/artist/4ehtJnVumNf6xzSCDk8aLB","ARTIST"
"1LnBqMojv6Dv6DoPWTDSZ7","Saco",0.5,"https://open.spotify.com/artist/1LnBqMojv6Dv6DoPWTDSZ7","ARTIST"
"5xQaB2JfKU3pi6IqRsHy4G","farfetch'd",0.52,"https://open.spotify.com/artist/5xQaB2JfKU3pi6IqRsHy4G","ARTIST"
"7hp5hDp0WIQHip75gbNc8v","Patrick Lite",0.46,"https://open.spotify.com/artist/7hp5hDp0WIQHip75gbNc8v","ARTIST"
"4YXycRbyyAE0wozTk7QMEq","Matoma",0.72,"https://open.spotify.com/artist/4YXycRbyyAE0wozTk7QMEq","ARTIST"
"6lB8vOoI4DRrrVxXwuV19c","Mike Perry",0.69,"https://open.spotify.com/artist/6lB8vOoI4DRrrVxXwuV19c","ARTIST"
"6t1gpxYbY8OlLA7D2RiikQ","Loud Luxury",0.73,"https://open.spotify.com/artist/6t1gpxYbY8OlLA7D2RiikQ","ARTIST"
"5iNrZmtVMtYev5M9yoWpEq","Seeb",0.74,"https://open.spotify.com/artist/5iNrZmtVMtYev5M9yoWpEq","ARTIST"
"7DMveApC7UnC2NPfPvlHSU","Cheat Codes",0.77,"https://open.spotify.com/artist/7DMveApC7UnC2NPfPvlHSU","ARTIST"
"0DdDnziut7wOo6cAYWVZC5","KREAM",0.66,"https://open.spotify.com/artist/0DdDnziut7wOo6cAYWVZC5","ARTIST"
"3GtCKJA4SkOxN65MWjm82R","Hot Shade",0.6,"https://open.spotify.com/artist/3GtCKJA4SkOxN65MWjm82R","ARTIST"
"02A3cEvlLLCbIMVDrK2GHV","Starley",0.61,"https://open.spotify.com/artist/02A3cEvlLLCbIMVDrK2GHV","ARTIST"
"1IueXOQyABrMOprrzwQJWN","Sigala",0.77,"https://open.spotify.com/artist/1IueXOQyABrMOprrzwQJWN","ARTIST"
"2ZRQcIgzPCVaT9XKhXZIzh","Gryffin",0.76,"https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh","ARTIST"
"3hyEbRtp617pNCuuQjyOmc","Lost Kings",0.66,"https://open.spotify.com/artist/3hyEbRtp617pNCuuQjyOmc","ARTIST"
"7LbuenKfQNLPKzvi1rKPBG","Madden",0.48,"https://open.spotify.com/artist/7LbuenKfQNLPKzvi1rKPBG","ARTIST"
"2Tg0aF5cbZktYFzgR1iAKv","Julie Bergan",0.68,"https://open.spotify.com/artist/2Tg0aF5cbZktYFzgR1iAKv","ARTIST"
"6i1GVNJCyyssRwXmnaeEFH","Syn Cole",0.63,"https://open.spotify.com/artist/6i1GVNJCyyssRwXmnaeEFH","ARTIST"
"3QqlKdJRY4IqUry390xfvJ","Micar",0.48,"https://open.spotify.com/artist/3QqlKdJRY4IqUry390xfvJ","ARTIST"
"12A83CWwFiyXy90ScLWPIe","LIZOT",0.71,"https://open.spotify.com/artist/12A83CWwFiyXy90ScLWPIe","ARTIST"
"7KAGJwWQQui8b0uqwXRkSr","Gestört aber GeiL",0.64,"https://open.spotify.com/artist/7KAGJwWQQui8b0uqwXRkSr","ARTIST"
"7FOb8fwCcjHjKlIlEZk6go","LCAW",0.38,"https://open.spotify.com/artist/7FOb8fwCcjHjKlIlEZk6go","ARTIST"
"67ghKnycRX6VM1xfqJSMlH","Younotus",0.67,"https://open.spotify.com/artist/67ghKnycRX6VM1xfqJSMlH","ARTIST"
"5dGsIOepO9ufQlXjW8KrPL","Neptunica",0.56,"https://open.spotify.com/artist/5dGsIOepO9ufQlXjW8KrPL","ARTIST"
"6dXL3SnQlCGX9LCUAyin6a","Stereoact",0.58,"https://open.spotify.com/artist/6dXL3SnQlCGX9LCUAyin6a","ARTIST"
"1fU1tRfV6R4fYD3cJL1izU","JASH",0.34,"https://open.spotify.com/artist/1fU1tRfV6R4fYD3cJL1izU","ARTIST"
"5xUacP1mVGfiY7Zr9RskmS","Sean Finn",0.55,"https://open.spotify.com/artist/5xUacP1mVGfiY7Zr9RskmS","ARTIST"
"283labP4pvBfnIeozzFzR3","#90s Update",0.42,"https://open.spotify.com/artist/283labP4pvBfnIeozzFzR3","ARTIST"
"4bL2B6hmLlMWnUEZnorEtG","Felix Jaehn",0.8,"https://open.spotify.com/artist/4bL2B6hmLlMWnUEZnorEtG","ARTIST"
"3fKyrFepUm9qwZ70j2Qrxu","PaperClap",0.29,"https://open.spotify.com/artist/3fKyrFepUm9qwZ70j2Qrxu","ARTIST"
"7koJQAjVzXoUpH6pXrihXA","Bodybangers",0.57,"https://open.spotify.com/artist/7koJQAjVzXoUpH6pXrihXA","ARTIST"
"4AKwRarlmsUlLjIwt38NLw","Ofenbach",0.76,"https://open.spotify.com/artist/4AKwRarlmsUlLjIwt38NLw","ARTIST"
"61ipISvUVa5LkJlKZnm3Oo","Alle Farben",0.71,"https://open.spotify.com/artist/61ipISvUVa5LkJlKZnm3Oo","ARTIST"
"721T2PETMLaAkijbYu05VD","Junge Junge",0.56,"https://open.spotify.com/artist/721T2PETMLaAkijbYu05VD","ARTIST"
"6YvP6AXefuZ3bROoEVjCiY","LISTENBEE",0.47,"https://open.spotify.com/artist/6YvP6AXefuZ3bROoEVjCiY","ARTIST"
"7f5Zgnp2spUuuzKplmRkt7","Lost Frequencies",0.75,"https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7","ARTIST"
"4FcZfItjVIsfO9TynErl7X","Jubël",0.69,"https://open.spotify.com/artist/4FcZfItjVIsfO9TynErl7X","ARTIST"
"6TlN75Ns66CyxBuZ7i3TK3","PANG!",0.5,"https://open.spotify.com/artist/6TlN75Ns66CyxBuZ7i3TK3","ARTIST"
"12rBrcOPP50qIan8ew4iTP","Deep Chills",0.56,"https://open.spotify.com/artist/12rBrcOPP50qIan8ew4iTP","ARTIST"
"1f3NYrlm9GpXxMz8XZGEP5","Axero",0.47,"https://open.spotify.com/artist/1f3NYrlm9GpXxMz8XZGEP5","ARTIST"
"3tYJfCciy07wTBt2HpjCQw","Vexento",0.51,"https://open.spotify.com/artist/3tYJfCciy07wTBt2HpjCQw","ARTIST"
"22lnnGKlaDxk8sfzCNRJuA","Diviners",0.54,"https://open.spotify.com/artist/22lnnGKlaDxk8sfzCNRJuA","ARTIST"
"5VXPJC0PNpJbzB10A39G8E","Janji",0.59,"https://open.spotify.com/artist/5VXPJC0PNpJbzB10A39G8E","ARTIST"
"1feoGrmmD8QmNqtK2Gdwy8","Tobu",0.59,"https://open.spotify.com/artist/1feoGrmmD8QmNqtK2Gdwy8","ARTIST"
"6fEZjgt9MHR4Hp3MiBRZHX","Itro",0.5,"https://open.spotify.com/artist/6fEZjgt9MHR4Hp3MiBRZHX","ARTIST"
"40HDiLfKm0tXk2FxlJx6aO","Jim Yosef",0.59,"https://open.spotify.com/artist/40HDiLfKm0tXk2FxlJx6aO","ARTIST"
"5LnNAR8Bhv2vJCJzBnCw9P","Alex Skrindo",0.54,"https://open.spotify.com/artist/5LnNAR8Bhv2vJCJzBnCw9P","ARTIST"
"7qgorhDacy1FRz5HkAhDtu","Elektronomia",0.57,"https://open.spotify.com/artist/7qgorhDacy1FRz5HkAhDtu","ARTIST"
"0kXCdaJ7C5MD27jXxzvHsa","Ahrix",0.61,"https://open.spotify.com/artist/0kXCdaJ7C5MD27jXxzvHsa","ARTIST"
"3avjTKhr5ZAxRVGMDs9AeX","Ahxello",0.42,"https://open.spotify.com/artist/3avjTKhr5ZAxRVGMDs9AeX","ARTIST"
"1NiqyCNYaJnuKVTMFlWYVx","Doctor Vox",0.34,"https://open.spotify.com/artist/1NiqyCNYaJnuKVTMFlWYVx","ARTIST"
"2NZMqINcyfepvLxQJdzcZk","Lensko",0.47,"https://open.spotify.com/artist/2NZMqINcyfepvLxQJdzcZk","ARTIST"
"6XfxrlXxNCk5pI7eaXQO2L","LU2VYK",0.49,"https://open.spotify.com/artist/6XfxrlXxNCk5pI7eaXQO2L","ARTIST"
"1g3DHFTgwP8SbgH5ND8lVj","Sander W.",0.5,"https://open.spotify.com/artist/1g3DHFTgwP8SbgH5ND8lVj","ARTIST"
"7AfIBbjDpPR6FlLWLsAcHu","Sistek",0.45,"https://open.spotify.com/artist/7AfIBbjDpPR6FlLWLsAcHu","ARTIST"
"1oyYbvt8KfYIGkDQqEcVv0","My Buddy Mike",0.38,"https://open.spotify.com/artist/1oyYbvt8KfYIGkDQqEcVv0","ARTIST"
"0e7jcv95x5MTycydtfg6wv","Embody",0.53,"https://open.spotify.com/artist/0e7jcv95x5MTycydtfg6wv","ARTIST"
"3g90aBVbbdK0mfQbI3vK6r","Shavi",0.38,"https://open.spotify.com/artist/3g90aBVbbdK0mfQbI3vK6r","ARTIST"
"17f398j9Nm2gXv0san0TjM","Vincent Blake",0.21,"https://open.spotify.com/artist/17f398j9Nm2gXv0san0TjM","ARTIST"
"118tMA379KP9TjxmsQsLKY","FlicFlac",0.45,"https://open.spotify.com/artist/118tMA379KP9TjxmsQsLKY","ARTIST"
"21wfUjH9hrJkW2qoKU0GhQ","Boonz",0.32,"https://open.spotify.com/artist/21wfUjH9hrJkW2qoKU0GhQ","ARTIST"
"5cBeFQv3kBVP8o15CmPTKb","Tez Cadey",0.59,"https://open.spotify.com/artist/5cBeFQv3kBVP8o15CmPTKb","ARTIST"
"1nWS89L7evreaF9wcCsIyi","Gostan",0.49,"https://open.spotify.com/artist/1nWS89L7evreaF9wcCsIyi","ARTIST"
"7keGfmQR4X5w0two1xKZ7d","Kungs",0.67,"https://open.spotify.com/artist/7keGfmQR4X5w0two1xKZ7d","ARTIST"
"3EDo5M4D2IAhisy3TDpkWg","Harold van Lennep",0.46,"https://open.spotify.com/artist/3EDo5M4D2IAhisy3TDpkWg","ARTIST"
"3E61SnNA9oqKP7hI0K3vZv","CALVO",0.59,"https://open.spotify.com/artist/3E61SnNA9oqKP7hI0K3vZv","ARTIST"
"4gJCFxvqKc43Ifk0UIBB42","Madison Mars",0.56,"https://open.spotify.com/artist/4gJCFxvqKc43Ifk0UIBB42","ARTIST"
"4mHAu7NX2UNsnGXjviBD9e","Brooks",0.66,"https://open.spotify.com/artist/4mHAu7NX2UNsnGXjviBD9e","ARTIST"
"3IpvVrP3VLhruTmnququq7","Mike Williams",0.68,"https://open.spotify.com/artist/3IpvVrP3VLhruTmnququq7","ARTIST"
"2HmmA3GhP0xsbRUiDllJUn","Pep & Rash",0.46,"https://open.spotify.com/artist/2HmmA3GhP0xsbRUiDllJUn","ARTIST"
"12SPNXi0aDpFt0rMVbmLrr","Jay Hardway",0.57,"https://open.spotify.com/artist/12SPNXi0aDpFt0rMVbmLrr","ARTIST"
"5CBNhusqki2s2jp4Lo6i2L","JLV",0.5,"https://open.spotify.com/artist/5CBNhusqki2s2jp4Lo6i2L","ARTIST"
"1GcKPo3HglflWJSV683pHx","Bali Bandits",0.43,"https://open.spotify.com/artist/1GcKPo3HglflWJSV683pHx","ARTIST"
"4PVHdWG0LtOCDDXo3Vh2yW","Robby East",0.49,"https://open.spotify.com/artist/4PVHdWG0LtOCDDXo3Vh2yW","ARTIST"
"4FCzCS0KEgb0rgySWINItO","CID",0.59,"https://open.spotify.com/artist/4FCzCS0KEgb0rgySWINItO","ARTIST"
"0RViEWnZO2VhmY4oI0PhF9","Mesto",0.63,"https://open.spotify.com/artist/0RViEWnZO2VhmY4oI0PhF9","ARTIST"
"2XiiUuK68XNdHaHOAF5hnT","Curbi",0.56,"https://open.spotify.com/artist/2XiiUuK68XNdHaHOAF5hnT","ARTIST"
"5vQfv3s2Z2SRdPZKr82ABw","Dzeko",0.67,"https://open.spotify.com/artist/5vQfv3s2Z2SRdPZKr82ABw","ARTIST"
"6heMlLFM6RDDHRz99uKMqS","RetroVision",0.6,"https://open.spotify.com/artist/6heMlLFM6RDDHRz99uKMqS","ARTIST"
"7MFJyevu6jq0shwDuVLymu","Justin Mylo",0.58,"https://open.spotify.com/artist/7MFJyevu6jq0shwDuVLymu","ARTIST"
"0gT2b7kbRgn15nSNPe3lgf","Holl & Rush",0.37,"https://open.spotify.com/artist/0gT2b7kbRgn15nSNPe3lgf","ARTIST"
"19VDJ9IKyBSUMDJxLsasP6","Mr. Belt & Wezol",0.56,"https://open.spotify.com/artist/19VDJ9IKyBSUMDJxLsasP6","ARTIST"
"2Wzb0u138rgoZQTK3ytknT","BEAUZ",0.55,"https://open.spotify.com/artist/2Wzb0u138rgoZQTK3ytknT","ARTIST"
"1PFc84GHTYPL0G12JHh9Mc","Dannic",0.48,"https://open.spotify.com/artist/1PFc84GHTYPL0G12JHh9Mc","ARTIST"
"5JHw3zW4kgwIZlh33geR1K","Sagan",0.45,"https://open.spotify.com/artist/5JHw3zW4kgwIZlh33geR1K","ARTIST"
"0bMKf3lIYR9GaNTdFKkTOr","Zonderling",0.64,"https://open.spotify.com/artist/0bMKf3lIYR9GaNTdFKkTOr","ARTIST"
"1I5pYXplsbqmHaVWlAEhla","Bougenvilla",0.48,"https://open.spotify.com/artist/1I5pYXplsbqmHaVWlAEhla","ARTIST"
"2SHmJ9pvh1h1TXu2WulzL4","Going Deeper",0.47,"https://open.spotify.com/artist/2SHmJ9pvh1h1TXu2WulzL4","ARTIST"
"1wdU1J2NHzcDYarT7jEU2A","Dastic",0.56,"https://open.spotify.com/artist/1wdU1J2NHzcDYarT7jEU2A","ARTIST"
"1qq5e02CcWNFqZMbmdrIcj","Jonas Aden",0.51,"https://open.spotify.com/artist/1qq5e02CcWNFqZMbmdrIcj","ARTIST"
"3htJBdRyfwyCTKgpZAj6pY","Jordan Jay",0.51,"https://open.spotify.com/artist/3htJBdRyfwyCTKgpZAj6pY","ARTIST"
"6y5Fs04MNlsUCyAgvXkSxg","Aevion",0.4,"https://open.spotify.com/artist/6y5Fs04MNlsUCyAgvXkSxg","ARTIST"
"7IVgVM49Z4ztdmOqOIxhvP","Toby Green",0.51,"https://open.spotify.com/artist/7IVgVM49Z4ztdmOqOIxhvP","ARTIST"
"0DRf6JJDQnRnz0Yp209CmH","Stadiumx",0.54,"https://open.spotify.com/artist/0DRf6JJDQnRnz0Yp209CmH","ARTIST"
"6ZXRsQeAoGPspf8tNeEtPo","Tom & Jame",0.43,"https://open.spotify.com/artist/6ZXRsQeAoGPspf8tNeEtPo","ARTIST"
"5wwneIFdawNgQ7GvKK29Z3","Lucas & Steve",0.7,"https://open.spotify.com/artist/5wwneIFdawNgQ7GvKK29Z3","ARTIST"
"2wX6xSig4Rig5kZU6ePlWe","KSHMR",0.73,"https://open.spotify.com/artist/2wX6xSig4Rig5kZU6ePlWe","ARTIST"
"5WdqBAQhGFCrZvBKXiPIu7","The Him",0.59,"https://open.spotify.com/artist/5WdqBAQhGFCrZvBKXiPIu7","ARTIST"
"5nki7yRhxgM509M5ADlN1p","Oliver Heldens",0.74,"https://open.spotify.com/artist/5nki7yRhxgM509M5ADlN1p","ARTIST"
"4mrBetqy378Jf1y6NLszlx","VINAI",0.68,"https://open.spotify.com/artist/4mrBetqy378Jf1y6NLszlx","ARTIST"
"7yOWqfe8iP613Ne5SV9XPP","Wahlstedt",0.55,"https://open.spotify.com/artist/7yOWqfe8iP613Ne5SV9XPP","ARTIST"
"4uiMn2g0pgTrhN096QJhbp","Borgeous",0.61,"https://open.spotify.com/artist/4uiMn2g0pgTrhN096QJhbp","ARTIST"
"1l2ekx5skC4gJH8djERwh1","Don Diablo",0.74,"https://open.spotify.com/artist/1l2ekx5skC4gJH8djERwh1","ARTIST"
"5ChF3i92IPZHduM7jN3dpg","Nicky Romero",0.69,"https://open.spotify.com/artist/5ChF3i92IPZHduM7jN3dpg","ARTIST"
"1vo8zHmO1KzkuU9Xxh6J7W","MOTi",0.7,"https://open.spotify.com/artist/1vo8zHmO1KzkuU9Xxh6J7W","ARTIST"
"4kwEd1P9j15ZqUVP5zK7Pv","Joe Stone",0.62,"https://open.spotify.com/artist/4kwEd1P9j15ZqUVP5zK7Pv","ARTIST"
"0nJcDqY6ox4kHB92AuRA8j","Blinkie",0.59,"https://open.spotify.com/artist/0nJcDqY6ox4kHB92AuRA8j","ARTIST"
