"artist/3045889","","artist/2890828","PLAYED_IN"
"artist/3045889","","artist/2890828","PLAYED_IN"
"artist/3045889","","release/479489","APPEARS_ON"
"artist/278905","","release/479489","APPEARS_ON"
"artist/63227","","release/479489","APPEARS_ON"
"artist/235082","","release/479489","APPEARS_ON"
"artist/103849","","release/479489","APPEARS_ON"
"artist/1306060","","release/479489","APPEARS_ON"
"artist/1473200","","release/479489","APPEARS_ON"
"artist/3045889","","release/703462","APPEARS_ON"
"artist/3045889","","release/14956853","APPEARS_ON"
"artist/3045889","","release/4208791","APPEARS_ON"
"artist/1843773","","release/4208791","APPEARS_ON"
"artist/2949697","","release/4208791","APPEARS_ON"
"artist/2912269","","release/4208791","APPEARS_ON"
"artist/17212","","release/4208791","APPEARS_ON"
"artist/192504","","release/4208791","APPEARS_ON"
"artist/17212","","release/4208791","APPEARS_ON"
"artist/590013","","release/4208791","APPEARS_ON"
"artist/36988","","release/4208791","APPEARS_ON"
"artist/2928372","","release/4208791","APPEARS_ON"
"artist/303993","","release/4208791","APPEARS_ON"
"artist/1801598","","release/4208791","APPEARS_ON"
"artist/454280","","release/4208791","APPEARS_ON"
"artist/774079","","release/4208791","APPEARS_ON"
"artist/753969","","release/4208791","APPEARS_ON"
"artist/86545","","release/4208791","APPEARS_ON"
"artist/100313","","release/4208791","APPEARS_ON"
"artist/38905","","release/4208791","APPEARS_ON"
"artist/38905","","release/4208791","APPEARS_ON"
"artist/160133","","release/4208791","APPEARS_ON"
"artist/256804","","release/4208791","APPEARS_ON"
"artist/10421","","release/4208791","APPEARS_ON"
"artist/1172875","","release/4208791","APPEARS_ON"
"artist/1647581","","release/4208791","APPEARS_ON"
"artist/1172875","","release/4208791","APPEARS_ON"
"artist/1756180","","release/4208791","APPEARS_ON"
"artist/1437919","","release/4208791","APPEARS_ON"
"artist/1301173","","release/4208791","APPEARS_ON"
"artist/97139","","release/4208791","APPEARS_ON"
"artist/2790986","","release/4208791","APPEARS_ON"
"artist/454280","","release/4208791","APPEARS_ON"
"artist/272590","","release/4208791","APPEARS_ON"
"artist/1493309","","release/4208791","APPEARS_ON"
"artist/86545","","release/4208791","APPEARS_ON"
"artist/100313","","release/4208791","APPEARS_ON"
"artist/55449","","release/4208791","APPEARS_ON"
"artist/4348013","","release/4208791","APPEARS_ON"
"artist/2499232","","release/4208791","APPEARS_ON"
"artist/2499232","","release/4208791","APPEARS_ON"
"artist/67614","","release/4208791","APPEARS_ON"
"artist/2890828","","release/4208791","APPEARS_ON"
"artist/3045889","","release/4208791","APPEARS_ON"
"artist/3072557","","release/4208791","APPEARS_ON"
"artist/745336","","release/4208791","APPEARS_ON"
"artist/219866","","release/4208791","APPEARS_ON"
"artist/745336","","release/4208791","APPEARS_ON"
"artist/611856","","release/4208791","APPEARS_ON"
"artist/1008510","","release/4208791","APPEARS_ON"
"artist/1008514","","release/4208791","APPEARS_ON"
"artist/129218","","release/4208791","APPEARS_ON"
"artist/1123409","","release/4208791","APPEARS_ON"
"artist/1388566","","release/4208791","APPEARS_ON"
"artist/487933","","release/4208791","APPEARS_ON"
"artist/1293129","","release/4208791","APPEARS_ON"
"artist/515687","","release/4208791","APPEARS_ON"
"artist/533279","","release/4208791","APPEARS_ON"
"artist/108713","","release/4208791","APPEARS_ON"
"artist/938038","","release/4208791","APPEARS_ON"
"artist/938041","","release/4208791","APPEARS_ON"
"artist/270222","","release/4208791","APPEARS_ON"
"artist/685757","","release/4208791","APPEARS_ON"
"artist/1893084","","release/4208791","APPEARS_ON"
"artist/1575780","","release/4208791","APPEARS_ON"
"artist/1064758","","release/4208791","APPEARS_ON"
"artist/251593","","release/4208791","APPEARS_ON"
"artist/411847","","release/4208791","APPEARS_ON"
"artist/251593","","release/4208791","APPEARS_ON"
"artist/2734037","","release/4208791","APPEARS_ON"
"artist/3013230","","release/4208791","APPEARS_ON"
"artist/3013228","","release/4208791","APPEARS_ON"
"artist/1375423","","release/4208791","APPEARS_ON"
"artist/487933","","release/4208791","APPEARS_ON"
"artist/278691","","release/4208791","APPEARS_ON"
"artist/515687","","release/4208791","APPEARS_ON"
"artist/1715153","","release/4208791","APPEARS_ON"
"artist/232956","","release/4208791","APPEARS_ON"
